group,country,year,value,type,perc,unit
Rest of world,Rest of World,2005-01-01,5132.8,Manufacturing,20.4,$ billions
Rest of world,Rest of World,2006-01-01,5906.6,Manufacturing,21,$ billions
Rest of world,Rest of World,2007-01-01,6988.9,Manufacturing,21.5,$ billions
Rest of world,Rest of World,2008-01-01,8047.4,Manufacturing,22.1,$ billions
Rest of world,Rest of World,2009-01-01,7327.1,Manufacturing,23,$ billions
Rest of world,Rest of World,2010-01-01,8948.3,Manufacturing,24.4,$ billions
Rest of world,Rest of World,2011-01-01,10287.2,Manufacturing,24.1,$ billions
Rest of world,Rest of World,2012-01-01,10408.1,Manufacturing,23.7,$ billions
Rest of world,Rest of World,2013-01-01,10631.1,Manufacturing,23.7,$ billions
Rest of world,Rest of World,2014-01-01,10618.3,Manufacturing,22.9,$ billions
Rest of world,Rest of World,2015-01-01,9669.8,Manufacturing,22,$ billions
Rest of world,Rest of World,2016-01-01,9546.5,Manufacturing,22.4,$ billions
Rest of world,Rest of World,2017-01-01,10434.4,Manufacturing,23,$ billions
Rest of world,Rest of World,2018-01-01,11048.5,Manufacturing,22.6,$ billions
Rest of world,Rest of World,2019-01-01,11244.7,Manufacturing,23.1,$ billions
Rest of world,Rest of World,2020-01-01,10641,Manufacturing,22.6,$ billions
G7 and partners,Australia,1995-01-01,139.6,Manufacturing,0.8,$ billions
G7 and partners,Australia,1996-01-01,154,Manufacturing,0.9,$ billions
G7 and partners,Australia,1997-01-01,150,Manufacturing,0.9,$ billions
G7 and partners,Australia,1998-01-01,130.4,Manufacturing,0.8,$ billions
G7 and partners,Australia,1999-01-01,142.3,Manufacturing,0.8,$ billions
G7 and partners,Australia,2000-01-01,137.5,Manufacturing,0.8,$ billions
G7 and partners,Australia,2001-01-01,131.2,Manufacturing,0.8,$ billions
G7 and partners,Australia,2002-01-01,146.7,Manufacturing,0.8,$ billions
G7 and partners,Australia,2003-01-01,183.9,Manufacturing,0.9,$ billions
G7 and partners,Australia,2004-01-01,220.5,Manufacturing,1,$ billions
G7 and partners,Australia,2005-01-01,238.2,Manufacturing,0.9,$ billions
G7 and partners,Australia,2006-01-01,255.8,Manufacturing,0.9,$ billions
G7 and partners,Australia,2007-01-01,301.3,Manufacturing,0.9,$ billions
G7 and partners,Australia,2008-01-01,309,Manufacturing,0.8,$ billions
G7 and partners,Australia,2009-01-01,283.3,Manufacturing,0.9,$ billions
G7 and partners,Australia,2010-01-01,331.3,Manufacturing,0.9,$ billions
G7 and partners,Australia,2011-01-01,378.4,Manufacturing,0.9,$ billions
G7 and partners,Australia,2012-01-01,374.1,Manufacturing,0.9,$ billions
G7 and partners,Australia,2013-01-01,343.6,Manufacturing,0.8,$ billions
G7 and partners,Australia,2014-01-01,319.5,Manufacturing,0.7,$ billions
G7 and partners,Australia,2015-01-01,263,Manufacturing,0.6,$ billions
G7 and partners,Australia,2016-01-01,261.2,Manufacturing,0.6,$ billions
G7 and partners,Australia,2017-01-01,283.6,Manufacturing,0.6,$ billions
G7 and partners,Australia,2018-01-01,296.7,Manufacturing,0.6,$ billions
G7 and partners,Australia,2019-01-01,287.3,Manufacturing,0.6,$ billions
G7 and partners,Australia,2020-01-01,286.3,Manufacturing,0.6,$ billions
G7 and partners,Canada,1995-01-01,311.2,Manufacturing,1.8,$ billions
G7 and partners,Canada,1996-01-01,317.2,Manufacturing,1.8,$ billions
G7 and partners,Canada,1997-01-01,331.6,Manufacturing,1.9,$ billions
G7 and partners,Canada,1998-01-01,319.1,Manufacturing,1.9,$ billions
G7 and partners,Canada,1999-01-01,354.5,Manufacturing,2.1,$ billions
G7 and partners,Canada,2000-01-01,412.5,Manufacturing,2.3,$ billions
G7 and partners,Canada,2001-01-01,388.2,Manufacturing,2.2,$ billions
G7 and partners,Canada,2002-01-01,395.1,Manufacturing,2.3,$ billions
G7 and partners,Canada,2003-01-01,434.4,Manufacturing,2.2,$ billions
G7 and partners,Canada,2004-01-01,492,Manufacturing,2.2,$ billions
G7 and partners,Canada,2005-01-01,539.8,Manufacturing,2.1,$ billions
G7 and partners,Canada,2006-01-01,579.2,Manufacturing,2.1,$ billions
G7 and partners,Canada,2007-01-01,612.1,Manufacturing,1.9,$ billions
G7 and partners,Canada,2008-01-01,604.7,Manufacturing,1.7,$ billions
G7 and partners,Canada,2009-01-01,473.3,Manufacturing,1.5,$ billions
G7 and partners,Canada,2010-01-01,568.3,Manufacturing,1.5,$ billions
G7 and partners,Canada,2011-01-01,639.1,Manufacturing,1.5,$ billions
G7 and partners,Canada,2012-01-01,655.2,Manufacturing,1.5,$ billions
G7 and partners,Canada,2013-01-01,638.9,Manufacturing,1.4,$ billions
G7 and partners,Canada,2014-01-01,617.3,Manufacturing,1.3,$ billions
G7 and partners,Canada,2015-01-01,538.1,Manufacturing,1.2,$ billions
G7 and partners,Canada,2016-01-01,522.3,Manufacturing,1.2,$ billions
G7 and partners,Canada,2017-01-01,559.9,Manufacturing,1.2,$ billions
G7 and partners,Canada,2018-01-01,592.8,Manufacturing,1.2,$ billions
G7 and partners,Canada,2019-01-01,592,Manufacturing,1.2,$ billions
G7 and partners,Canada,2020-01-01,524.7,Manufacturing,1.1,$ billions
G7 and partners,Japan,1995-01-01,3287.4,Manufacturing,19.3,$ billions
G7 and partners,Japan,1996-01-01,2900.3,Manufacturing,16.8,$ billions
G7 and partners,Japan,1997-01-01,2679.3,Manufacturing,15.5,$ billions
G7 and partners,Japan,1998-01-01,2312.6,Manufacturing,13.8,$ billions
G7 and partners,Japan,1999-01-01,2515.8,Manufacturing,14.6,$ billions
G7 and partners,Japan,2000-01-01,2768,Manufacturing,15.3,$ billions
G7 and partners,Japan,2001-01-01,2366.3,Manufacturing,13.7,$ billions
G7 and partners,Japan,2002-01-01,2192,Manufacturing,12.5,$ billions
G7 and partners,Japan,2003-01-01,2397.7,Manufacturing,12.2,$ billions
G7 and partners,Japan,2004-01-01,2681.7,Manufacturing,11.8,$ billions
G7 and partners,Japan,2005-01-01,2744,Manufacturing,10.9,$ billions
G7 and partners,Japan,2006-01-01,2752.6,Manufacturing,9.8,$ billions
G7 and partners,Japan,2007-01-01,2879.4,Manufacturing,8.8,$ billions
G7 and partners,Japan,2008-01-01,3324.1,Manufacturing,9.1,$ billions
G7 and partners,Japan,2009-01-01,2828.2,Manufacturing,8.9,$ billions
G7 and partners,Japan,2010-01-01,3336.6,Manufacturing,9.1,$ billions
G7 and partners,Japan,2011-01-01,3624.8,Manufacturing,8.5,$ billions
G7 and partners,Japan,2012-01-01,3619.6,Manufacturing,8.2,$ billions
G7 and partners,Japan,2013-01-01,2988.5,Manufacturing,6.7,$ billions
G7 and partners,Japan,2014-01-01,2856.2,Manufacturing,6.2,$ billions
G7 and partners,Japan,2015-01-01,2493.6,Manufacturing,5.7,$ billions
G7 and partners,Japan,2016-01-01,2657.2,Manufacturing,6.2,$ billions
G7 and partners,Japan,2017-01-01,2737.7,Manufacturing,6,$ billions
G7 and partners,Japan,2018-01-01,2885.8,Manufacturing,5.9,$ billions
G7 and partners,Japan,2019-01-01,2841.1,Manufacturing,5.8,$ billions
G7 and partners,Japan,2020-01-01,2653.5,Manufacturing,5.6,$ billions
G7 and partners,Korea,1995-01-01,502.4,Manufacturing,2.9,$ billions
G7 and partners,Korea,1996-01-01,533.9,Manufacturing,3.1,$ billions
G7 and partners,Korea,1997-01-01,491,Manufacturing,2.8,$ billions
G7 and partners,Korea,1998-01-01,351.7,Manufacturing,2.1,$ billions
G7 and partners,Korea,1999-01-01,456.8,Manufacturing,2.7,$ billions
G7 and partners,Korea,2000-01-01,539,Manufacturing,3,$ billions
G7 and partners,Korea,2001-01-01,483.3,Manufacturing,2.8,$ billions
G7 and partners,Korea,2002-01-01,542.3,Manufacturing,3.1,$ billions
G7 and partners,Korea,2003-01-01,606.8,Manufacturing,3.1,$ billions
G7 and partners,Korea,2004-01-01,740.2,Manufacturing,3.3,$ billions
G7 and partners,Korea,2005-01-01,892.2,Manufacturing,3.5,$ billions
G7 and partners,Korea,2006-01-01,1027.5,Manufacturing,3.7,$ billions
G7 and partners,Korea,2007-01-01,1166.9,Manufacturing,3.6,$ billions
G7 and partners,Korea,2008-01-01,1161.6,Manufacturing,3.2,$ billions
G7 and partners,Korea,2009-01-01,1015.3,Manufacturing,3.2,$ billions
G7 and partners,Korea,2010-01-01,1293.3,Manufacturing,3.5,$ billions
G7 and partners,Korea,2011-01-01,1542,Manufacturing,3.6,$ billions
G7 and partners,Korea,2012-01-01,1551.8,Manufacturing,3.5,$ billions
G7 and partners,Korea,2013-01-01,1582,Manufacturing,3.5,$ billions
G7 and partners,Korea,2014-01-01,1642.3,Manufacturing,3.5,$ billions
G7 and partners,Korea,2015-01-01,1487.7,Manufacturing,3.4,$ billions
G7 and partners,Korea,2016-01-01,1435,Manufacturing,3.4,$ billions
G7 and partners,Korea,2017-01-01,1569.5,Manufacturing,3.5,$ billions
G7 and partners,Korea,2018-01-01,1664,Manufacturing,3.4,$ billions
G7 and partners,Korea,2019-01-01,1529.8,Manufacturing,3.1,$ billions
G7 and partners,Korea,2020-01-01,1464.2,Manufacturing,3.1,$ billions
G7 and partners,United Kingdom,1995-01-01,533.6,Manufacturing,3.1,$ billions
G7 and partners,United Kingdom,1996-01-01,560.2,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,1997-01-01,619.7,Manufacturing,3.6,$ billions
G7 and partners,United Kingdom,1998-01-01,625.5,Manufacturing,3.7,$ billions
G7 and partners,United Kingdom,1999-01-01,607.3,Manufacturing,3.5,$ billions
G7 and partners,United Kingdom,2000-01-01,582.5,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,2001-01-01,547.1,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,2002-01-01,565.8,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,2003-01-01,621.5,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,2004-01-01,715.3,Manufacturing,3.2,$ billions
G7 and partners,United Kingdom,2005-01-01,731.1,Manufacturing,2.9,$ billions
G7 and partners,United Kingdom,2006-01-01,771,Manufacturing,2.7,$ billions
G7 and partners,United Kingdom,2007-01-01,853.2,Manufacturing,2.6,$ billions
G7 and partners,United Kingdom,2008-01-01,809.8,Manufacturing,2.2,$ billions
G7 and partners,United Kingdom,2009-01-01,635.9,Manufacturing,2,$ billions
G7 and partners,United Kingdom,2010-01-01,676.6,Manufacturing,1.8,$ billions
G7 and partners,United Kingdom,2011-01-01,744.7,Manufacturing,1.7,$ billions
G7 and partners,United Kingdom,2012-01-01,744,Manufacturing,1.7,$ billions
G7 and partners,United Kingdom,2013-01-01,751.6,Manufacturing,1.7,$ billions
G7 and partners,United Kingdom,2014-01-01,798.4,Manufacturing,1.7,$ billions
G7 and partners,United Kingdom,2015-01-01,729.3,Manufacturing,1.7,$ billions
G7 and partners,United Kingdom,2016-01-01,663.2,Manufacturing,1.6,$ billions
G7 and partners,United Kingdom,2017-01-01,666.8,Manufacturing,1.5,$ billions
G7 and partners,United Kingdom,2018-01-01,722.5,Manufacturing,1.5,$ billions
G7 and partners,United Kingdom,2019-01-01,687.1,Manufacturing,1.4,$ billions
G7 and partners,United Kingdom,2020-01-01,630,Manufacturing,1.3,$ billions
G7 and partners,United States,1995-01-01,3562.4,Manufacturing,20.9,$ billions
G7 and partners,United States,1996-01-01,3669.8,Manufacturing,21.3,$ billions
G7 and partners,United States,1997-01-01,3902.2,Manufacturing,22.6,$ billions
G7 and partners,United States,1998-01-01,3968.1,Manufacturing,23.7,$ billions
G7 and partners,United States,1999-01-01,4087.2,Manufacturing,23.8,$ billions
G7 and partners,United States,2000-01-01,4296.1,Manufacturing,23.7,$ billions
G7 and partners,United States,2001-01-01,4053.6,Manufacturing,23.5,$ billions
G7 and partners,United States,2002-01-01,3980.6,Manufacturing,22.8,$ billions
G7 and partners,United States,2003-01-01,4058.7,Manufacturing,20.6,$ billions
G7 and partners,United States,2004-01-01,4373.7,Manufacturing,19.3,$ billions
G7 and partners,United States,2005-01-01,4812,Manufacturing,19.1,$ billions
G7 and partners,United States,2006-01-01,5102.9,Manufacturing,18.1,$ billions
G7 and partners,United States,2007-01-01,5416.4,Manufacturing,16.6,$ billions
G7 and partners,United States,2008-01-01,5507.1,Manufacturing,15.1,$ billions
G7 and partners,United States,2009-01-01,4513.6,Manufacturing,14.2,$ billions
G7 and partners,United States,2010-01-01,5018.3,Manufacturing,13.7,$ billions
G7 and partners,United States,2011-01-01,5597.3,Manufacturing,13.1,$ billions
G7 and partners,United States,2012-01-01,5776.6,Manufacturing,13.1,$ billions
G7 and partners,United States,2013-01-01,5941.3,Manufacturing,13.2,$ billions
G7 and partners,United States,2014-01-01,6029.4,Manufacturing,13,$ billions
G7 and partners,United States,2015-01-01,5725.3,Manufacturing,13,$ billions
G7 and partners,United States,2016-01-01,5569.3,Manufacturing,13.1,$ billions
G7 and partners,United States,2017-01-01,5769.3,Manufacturing,12.7,$ billions
G7 and partners,United States,2018-01-01,6170.3,Manufacturing,12.6,$ billions
G7 and partners,United States,2019-01-01,6108.6,Manufacturing,12.5,$ billions
G7 and partners,United States,2020-01-01,5555,Manufacturing,11.8,$ billions
G7 and partners,Taiwan,1995-01-01,278,Manufacturing,1.6,$ billions
G7 and partners,Taiwan,1996-01-01,293.1,Manufacturing,1.7,$ billions
G7 and partners,Taiwan,1997-01-01,320.2,Manufacturing,1.9,$ billions
G7 and partners,Taiwan,1998-01-01,295,Manufacturing,1.8,$ billions
G7 and partners,Taiwan,1999-01-01,320.9,Manufacturing,1.9,$ billions
G7 and partners,Taiwan,2000-01-01,350.5,Manufacturing,1.9,$ billions
G7 and partners,Taiwan,2001-01-01,317.4,Manufacturing,1.8,$ billions
G7 and partners,Taiwan,2002-01-01,325,Manufacturing,1.9,$ billions
G7 and partners,Taiwan,2003-01-01,338.2,Manufacturing,1.7,$ billions
G7 and partners,Taiwan,2004-01-01,369.9,Manufacturing,1.6,$ billions
G7 and partners,Taiwan,2005-01-01,398.3,Manufacturing,1.6,$ billions
G7 and partners,Taiwan,2006-01-01,458.4,Manufacturing,1.6,$ billions
G7 and partners,Taiwan,2007-01-01,491.3,Manufacturing,1.5,$ billions
G7 and partners,Taiwan,2008-01-01,503.9,Manufacturing,1.4,$ billions
G7 and partners,Taiwan,2009-01-01,414.6,Manufacturing,1.3,$ billions
G7 and partners,Taiwan,2010-01-01,547.6,Manufacturing,1.5,$ billions
G7 and partners,Taiwan,2011-01-01,622.4,Manufacturing,1.5,$ billions
G7 and partners,Taiwan,2012-01-01,613.5,Manufacturing,1.4,$ billions
G7 and partners,Taiwan,2013-01-01,617.5,Manufacturing,1.4,$ billions
G7 and partners,Taiwan,2014-01-01,638.5,Manufacturing,1.4,$ billions
G7 and partners,Taiwan,2015-01-01,561.4,Manufacturing,1.3,$ billions
G7 and partners,Taiwan,2016-01-01,572.1,Manufacturing,1.3,$ billions
G7 and partners,Taiwan,2017-01-01,629.7,Manufacturing,1.4,$ billions
G7 and partners,Taiwan,2018-01-01,649.7,Manufacturing,1.3,$ billions
G7 and partners,Taiwan,2019-01-01,640.7,Manufacturing,1.3,$ billions
G7 and partners,Taiwan,2020-01-01,703.7,Manufacturing,1.5,$ billions
G7 and partners,European Union,1995-01-01,4449,Manufacturing,26.1,$ billions
G7 and partners,European Union,1996-01-01,4435.7,Manufacturing,25.7,$ billions
G7 and partners,European Union,1997-01-01,4146.7,Manufacturing,24,$ billions
G7 and partners,European Union,1998-01-01,4271.5,Manufacturing,25.5,$ billions
G7 and partners,European Union,1999-01-01,4222.1,Manufacturing,24.6,$ billions
G7 and partners,European Union,2000-01-01,4073.2,Manufacturing,22.5,$ billions
G7 and partners,European Union,2001-01-01,4080,Manufacturing,23.6,$ billions
G7 and partners,European Union,2002-01-01,4279.5,Manufacturing,24.5,$ billions
G7 and partners,European Union,2003-01-01,5154.7,Manufacturing,26.2,$ billions
G7 and partners,European Union,2004-01-01,6004.8,Manufacturing,26.5,$ billions
G7 and partners,European Union,2005-01-01,6350.7,Manufacturing,25.3,$ billions
G7 and partners,European Union,2006-01-01,6957.7,Manufacturing,24.7,$ billions
G7 and partners,European Union,2007-01-01,8175.9,Manufacturing,25.1,$ billions
G7 and partners,European Union,2008-01-01,8964.3,Manufacturing,24.6,$ billions
G7 and partners,European Union,2009-01-01,6919.4,Manufacturing,21.7,$ billions
G7 and partners,European Union,2010-01-01,7319.6,Manufacturing,19.9,$ billions
G7 and partners,European Union,2011-01-01,8423.9,Manufacturing,19.8,$ billions
G7 and partners,European Union,2012-01-01,7733.8,Manufacturing,17.6,$ billions
G7 and partners,European Union,2013-01-01,7897.9,Manufacturing,17.6,$ billions
G7 and partners,European Union,2014-01-01,8011.2,Manufacturing,17.3,$ billions
G7 and partners,European Union,2015-01-01,6869,Manufacturing,15.6,$ billions
G7 and partners,European Union,2016-01-01,6892.5,Manufacturing,16.2,$ billions
G7 and partners,European Union,2017-01-01,7511.7,Manufacturing,16.5,$ billions
G7 and partners,European Union,2018-01-01,8174.9,Manufacturing,16.8,$ billions
G7 and partners,European Union,2019-01-01,7803.1,Manufacturing,16,$ billions
G7 and partners,European Union,2020-01-01,7273.5,Manufacturing,15.5,$ billions
G7 and partners,United States,1994-01-01,20700,Rare earth mining,32.1,metric tons
G7 and partners,United States,1995-01-01,28700,Rare earth mining,40.1,metric tons
G7 and partners,United States,2012-01-01,800,Rare earth mining,0.7,metric tons
G7 and partners,United States,2022-01-01,42000,Rare earth mining,14.1,metric tons
G7 and partners,United States,2023-01-01,43000,Rare earth mining,12.2,metric tons
G7 and partners,Australia,1994-01-01,3300,Rare earth mining,5.1,metric tons
G7 and partners,Australia,1995-01-01,3000,Rare earth mining,4.2,metric tons
G7 and partners,Australia,2012-01-01,3200,Rare earth mining,2.9,metric tons
G7 and partners,Australia,2022-01-01,18000,Rare earth mining,6.1,metric tons
G7 and partners,Australia,2023-01-01,18000,Rare earth mining,5.1,metric tons
Rest of world,Brazil,1994-01-01,400,Rare earth mining,0.6,metric tons
Rest of world,Brazil,1995-01-01,400,Rare earth mining,0.6,metric tons
Rest of world,Brazil,2012-01-01,140,Rare earth mining,0.1,metric tons
Rest of world,Brazil,2022-01-01,80,Rare earth mining,0,metric tons
Rest of world,Brazil,2023-01-01,80,Rare earth mining,0,metric tons
Rest of world,Myanmar,1994-01-01,0,Rare earth mining,0,metric tons
Rest of world,Myanmar,1995-01-01,0,Rare earth mining,0,metric tons
Rest of world,Myanmar,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,Myanmar,2022-01-01,12000,Rare earth mining,4,metric tons
Rest of world,Myanmar,2023-01-01,38000,Rare earth mining,10.8,metric tons
G7 and partners,Canada,1994-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Canada,1995-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Canada,2012-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Canada,2022-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Canada,2023-01-01,0,Rare earth mining,0,metric tons
Anti-Western axis,China,1994-01-01,30600,Rare earth mining,47.5,metric tons
Anti-Western axis,China,1995-01-01,30000,Rare earth mining,41.9,metric tons
Anti-Western axis,China,2012-01-01,100000,Rare earth mining,91.1,metric tons
Anti-Western axis,China,2022-01-01,210000,Rare earth mining,70.7,metric tons
Anti-Western axis,China,2023-01-01,240000,Rare earth mining,67.9,metric tons
G7 and partners,Greenland,1994-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Greenland,1995-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Greenland,2012-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Greenland,2022-01-01,0,Rare earth mining,0,metric tons
G7 and partners,Greenland,2023-01-01,0,Rare earth mining,0,metric tons
Rest of world,India,1994-01-01,2500,Rare earth mining,3.9,metric tons
Rest of world,India,1995-01-01,2500,Rare earth mining,3.5,metric tons
Rest of world,India,2012-01-01,2900,Rare earth mining,2.6,metric tons
Rest of world,India,2022-01-01,2900,Rare earth mining,1,metric tons
Rest of world,India,2023-01-01,2900,Rare earth mining,0.8,metric tons
Rest of world,Madagascar,1994-01-01,0,Rare earth mining,0,metric tons
Rest of world,Madagascar,1995-01-01,0,Rare earth mining,0,metric tons
Rest of world,Madagascar,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,Madagascar,2022-01-01,960,Rare earth mining,0.3,metric tons
Rest of world,Madagascar,2023-01-01,960,Rare earth mining,0.3,metric tons
Rest of world,Malaysia,1994-01-01,234,Rare earth mining,0.4,metric tons
Rest of world,Malaysia,1995-01-01,250,Rare earth mining,0.3,metric tons
Rest of world,Malaysia,2012-01-01,100,Rare earth mining,0.1,metric tons
Rest of world,Malaysia,2022-01-01,80,Rare earth mining,0,metric tons
Rest of world,Malaysia,2023-01-01,80,Rare earth mining,0,metric tons
Anti-Western axis,Russia,1994-01-01,6000,Rare earth mining,9.3,metric tons
Anti-Western axis,Russia,1995-01-01,6000,Rare earth mining,8.4,metric tons
Anti-Western axis,Russia,2012-01-01,2400,Rare earth mining,2.2,metric tons
Anti-Western axis,Russia,2022-01-01,2600,Rare earth mining,0.9,metric tons
Anti-Western axis,Russia,2023-01-01,2600,Rare earth mining,0.7,metric tons
Rest of world,Sri Lanka,1994-01-01,120,Rare earth mining,0.2,metric tons
Rest of world,Sri Lanka,1995-01-01,120,Rare earth mining,0.2,metric tons
Rest of world,Sri Lanka,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,Sri Lanka,2022-01-01,0,Rare earth mining,0,metric tons
Rest of world,Sri Lanka,2023-01-01,0,Rare earth mining,0,metric tons
Rest of world,South Africa,1994-01-01,400,Rare earth mining,0.6,metric tons
Rest of world,South Africa,1995-01-01,400,Rare earth mining,0.6,metric tons
Rest of world,South Africa,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,South Africa,2022-01-01,0,Rare earth mining,0,metric tons
Rest of world,South Africa,2023-01-01,0,Rare earth mining,0,metric tons
Rest of world,Tanzania,1994-01-01,0,Rare earth mining,0,metric tons
Rest of world,Tanzania,1995-01-01,0,Rare earth mining,0,metric tons
Rest of world,Tanzania,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,Tanzania,2022-01-01,0,Rare earth mining,0,metric tons
Rest of world,Tanzania,2023-01-01,0,Rare earth mining,0,metric tons
Rest of world,Thailand,1994-01-01,150,Rare earth mining,0.2,metric tons
Rest of world,Thailand,1995-01-01,150,Rare earth mining,0.2,metric tons
Rest of world,Thailand,2012-01-01,0,Rare earth mining,0,metric tons
Rest of world,Thailand,2022-01-01,7100,Rare earth mining,2.4,metric tons
Rest of world,Thailand,2023-01-01,7100,Rare earth mining,2,metric tons
Rest of world,Vietnam,1994-01-01,0,Rare earth mining,0,metric tons
Rest of world,Vietnam,1995-01-01,0,Rare earth mining,0,metric tons
Rest of world,Vietnam,2012-01-01,220,Rare earth mining,0.2,metric tons
Rest of world,Vietnam,2022-01-01,1200,Rare earth mining,0.4,metric tons
Rest of world,Vietnam,2023-01-01,600,Rare earth mining,0.2,metric tons
Rest of world,World,1994-01-01,0,Rare earth mining,0,metric tons
Rest of world,World,1995-01-01,0,Rare earth mining,0,metric tons
Rest of world,World,2022-01-01,0,Rare earth mining,0,metric tons
Rest of world,World,2023-01-01,0,Rare earth mining,0,metric tons
